asset,feature,lag,pearson_r,pearson_p,spearman_r,spearman_p,n,oos_delta_accuracy,oos_median_delta,oos_folds,oos_positive_folds,pearson_q,oos_positive_rate,status,evidence_score
AAPL,macro_cpi_change_30d,1,-0.038374476476766894,0.07858125103269067,-0.024354547693742148,0.2643800755433648,2102,-0.010317460317460326,-0.007936507936507908,10,1,0.6645281145629923,0.1,REMOVE,1.5
AAPL,macro_yield_curve_change_5d,0,-0.0018214914673174507,0.9323098754865144,0.005198438954057508,0.8084602970878765,2177,-0.007142857142857134,0.0,10,1,0.9653075012692802,0.1,REMOVE,1.5
AAPL,macro_hy_spread_change_5d,0,0.06348556791137204,0.08333479501261905,0.07298724435807558,0.046428627492305134,745,,,0,0,0.6645440855419595,,REMOVE,0.0
AAPL,macro_hy_spread_change_5d,1,0.07575151018311176,0.038854898672486475,0.09243405252613822,0.01165479498633873,744,,,0,0,0.5687747653727561,,REMOVE,0.0
AAPL,macro_hy_spread_change_5d,2,0.07499692294260024,0.04098269900028939,0.10368774321606254,0.004666543915798216,743,,,0,0,0.5687747653727561,,REMOVE,0.0
AAPL,macro_hy_spread_change_5d,3,0.041866340025268886,0.2547021932794801,0.0455642226075744,0.21508412454291417,742,,,0,0,0.7472016676338081,,REMOVE,0.0
AAPL,macro_hy_spread_change_5d,5,-0.011159991931824131,0.7618282631953377,-0.01783578086091753,0.6280991670050426,740,,,0,0,0.9414827798563781,,REMOVE,0.0
AAPL,macro_hy_spread_change_5d,10,0.040578071263956,0.27190439625173507,0.01052651482779058,0.7757167074468538,735,,,0,0,0.7472016676338081,,REMOVE,0.0
AAPL,macro_hy_spread_change_5d,20,0.014818383543562014,0.6903865175284729,0.004220443681209771,0.9096790776633948,725,,,0,0,0.9266249719039975,,REMOVE,0.0
AAPL,macro_cpi_yoy,10,-0.024703477887735952,0.28552086212627603,-0.013191757460905347,0.5685056375741994,1871,-0.01488095238095239,-0.011904761904761946,8,0,0.7472016676338081,0.0,REMOVE,0.0
AAPL,macro_cpi_change_30d,0,-0.03401327701685983,0.1189204473944094,-0.021848433781866107,0.3166045897522239,2103,-0.011904761904761895,-0.007936507936507908,10,0,0.7073046217575983,0.0,REMOVE,0.0
AMZN,macro_cpi_yoy,3,-0.045709500709146186,0.04763855373237162,-0.04595420091985423,0.046459723243894066,1878,0.005952380952380924,0.007936507936507908,8,6,0.5754449629012764,0.75,REMOVE,66.25
AMZN,macro_cpi_yoy,5,-0.04309214321312091,0.06203229442639853,-0.042345753751470025,0.0666964794961196,1876,0.011904761904761918,0.0198412698412698,8,6,0.6171507813735515,0.75,REMOVE,66.25
AMZN,macro_cpi_yoy,0,-0.04729976886452923,0.040247582460806924,-0.047751606481173346,0.038376038886723314,1881,0.005952380952380959,0.007936507936507964,8,5,0.5687747653727561,0.625,REMOVE,64.38
AMZN,macro_cpi_yoy,20,-0.03736939299700078,0.10705564434550319,-0.036907437205067395,0.11146700098410153,1861,0.008928571428571418,0.007936507936507964,8,5,0.7073046217575983,0.625,REMOVE,64.38
AMZN,macro_cpi_yoy,1,-0.04577823441260149,0.04718707250266597,-0.04662346579767088,0.04324872168812153,1880,0.00198412698412697,0.007936507936507908,8,5,0.5754449629012764,0.625,REMOVE,39.38
AMZN,macro_us2y_change_1d,1,-0.046988702666609136,0.028244173076386863,-0.04903283338758901,0.02205437623981897,2180,0.004761904761904756,0.007936507936507964,10,6,0.5277956033344205,0.6,REMOVE,39.0
AMZN,macro_cpi_yoy,10,-0.04481960110003812,0.05258018675495432,-0.04206869292226746,0.06886978749970185,1871,0.01289682539682542,0.007936507936507964,8,4,0.5830704274614554,0.5,REMOVE,37.5
AMZN,macro_cpi_change_30d,1,-0.02786366875581145,0.20161296839205486,-0.026194818136388943,0.22996056303029758,2102,0.0023809523809523838,0.003968253968253954,10,5,0.7472016676338081,0.5,REMOVE,37.5
AMZN,macro_cpi_change_30d,5,-0.022993097272897847,0.2924850559289085,-0.028132658967559693,0.19772044411506773,2098,0.003968253968253971,2.7755575615628914e-17,10,5,0.7472016676338081,0.5,REMOVE,37.5
AMZN,macro_unemployment_level,3,0.013980728264286367,0.5189983119738005,0.005743367493294015,0.7910756813359406,2130,0.003968253968253965,0.003968253968253954,10,5,0.8909023430967727,0.5,REMOVE,37.5
AMZN,macro_unemployment_change,10,0.053030033346182,0.015251731125653433,0.047830044277122515,0.028659625376314234,2093,-0.0015873015873015927,0.003968253968253954,10,5,0.3912423645955259,0.5,REMOVE,7.5
AMZN,macro_unemployment_change,20,0.023006889299393072,0.2939293675201234,0.02260128058980954,0.30252554212013727,2083,-0.003968253968253943,0.003968253968253982,10,5,0.7472016676338081,0.5,REMOVE,7.5
AMZN,macro_us10y_change_1d,0,-0.013005622191102892,0.5438141826172586,-0.005825193047643173,0.7857068123223135,2181,-0.021428571428571446,-0.01190476190476189,10,4,0.8974038963855314,0.4,REMOVE,6.0
AMZN,macro_us10y_change_5d,20,0.0223779173436871,0.2988806670535233,0.019842667452176974,0.3569879406036261,2157,-0.005555555555555552,-0.007936507936507908,10,4,0.7472016676338081,0.4,REMOVE,6.0
AMZN,macro_us2y_change_1d,20,-0.015603832644079984,0.46845638436983716,-0.02478211021821156,0.24950798116513243,2161,-0.0015873015873015984,-0.003968253968253954,10,4,0.8771508431616293,0.4,REMOVE,6.0
AMZN,macro_us2y_change_5d,2,0.03003148220305752,0.1614876492181056,0.009403068239396843,0.6611778846237799,2175,-0.00634920634920636,0.0,10,4,0.7433862032586501,0.4,REMOVE,6.0
AMZN,macro_us2y_change_5d,5,-0.02208039801498502,0.303675296153967,-0.02208269460580237,0.3036249924410208,2172,-0.003174603174603191,-0.011904761904761946,10,4,0.7521989852887014,0.4,REMOVE,6.0
AMZN,macro_financial_conditions_change_5d,20,0.02661381635600956,0.21996525652814508,-0.005207878784798161,0.8103393775897101,2126,0.00634920634920636,0.0,10,4,0.7472016676338081,0.4,REMOVE,6.0
AMZN,macro_cpi_change_30d,2,-0.02592465665474973,0.234915254134284,-0.02926471883093833,0.1799574539659894,2101,-0.0031746031746031854,-0.007936507936507964,10,4,0.7472016676338081,0.4,REMOVE,6.0
AMZN,macro_cpi_change_30d,3,-0.02609826043966711,0.23190576686867423,-0.02708639338351695,0.2147006787785608,2100,0.0007936507936507798,-0.003968253968253954,10,4,0.7472016676338081,0.4,REMOVE,6.0
AMZN,macro_cpi_change_30d,10,-0.029173018039601307,0.1821605082873752,-0.02453650711184854,0.2618510611387835,2093,0.0134920634920635,0.0,10,4,0.7433862032586501,0.4,REMOVE,6.0
AMZN,macro_cpi_change_30d,20,-0.02641847002043703,0.22811731087363965,-0.028604569306303937,0.1918952637232393,2083,0.002380952380952389,-0.003968253968253982,10,4,0.7472016676338081,0.4,REMOVE,6.0
AMZN,macro_unemployment_level,0,0.023131843658335,0.2855894191760969,0.006831187994332765,0.7525239036975382,2133,-0.007142857142857129,0.0,10,4,0.7472016676338081,0.4,REMOVE,6.0
AMZN,macro_unemployment_level,5,0.014572851343265348,0.5016537481987547,0.005312080160817758,0.8065297312850751,2128,-0.002380952380952378,0.0,10,4,0.8861870539887972,0.4,REMOVE,6.0
AMZN,macro_cpi_yoy,2,-0.04569229025139999,0.04766311212500983,-0.04651121543819319,0.04381135850079717,1879,-0.0029761904761904726,0.0,8,3,0.5754449629012764,0.375,REMOVE,5.62
AMZN,macro_us10y_change_1d,1,-0.044610667035861244,0.03727536318280557,-0.0482137343796773,0.02437667349331283,2180,-0.0023809523809523838,0.0,10,3,0.5687747653727561,0.3,REMOVE,4.5
AMZN,macro_us10y_change_1d,10,-0.01380516391493568,0.5202903770191766,-0.013432459619487082,0.5316169221935433,2171,-0.019047619047619063,-0.003968253968253954,10,3,0.8909023430967727,0.3,REMOVE,4.5
AMZN,macro_us10y_change_1d,20,0.0012400422902643083,0.9540577180043632,-0.0033869495739249755,0.874963516950424,2161,-0.011904761904761908,-0.011904761904761918,10,3,0.9778340384972982,0.3,REMOVE,4.5
AMZN,macro_us10y_change_5d,3,-0.0025590367500445198,0.9050775628008195,-0.011673890753183534,0.5864316070866328,2174,-0.005555555555555564,0.0,10,3,0.9611946121890618,0.3,REMOVE,4.5
